Tournament Name,Start Date,End Date,Location,Number of Teams,Tournament Rules,Brackets,Schedule,Matches,Teams,Sport,Statistics
Kup Grada Zagreba 2025.,4/22/2025,4/30/2025,,,,,,,"ŠK Sesvete-Agroproteinka,ŠK Novi Zagreb,ŠKRM Caissa,ŠK Stjepan Bosak-URIHO,ŠK Odra,ŠK Špansko,ŠK AER,ŠK Prigorje,""ŠK Vrustun 1252, Vurnovec"",ŠK SIlent,ŠK Končar,ŠK Erisccon-Nikola Tesla,ŠK Podsused,ŠKS Polet,ŠK Travno,ŠK INA,ŠK Maksmir,HAŠK,ŠK Hrvatski branitelj 90-96,ŠK UHBDR 99. brigade,ŠK Dubrava,ŠK Vladimir Ivetić",Šah,
